token,count,coverage_percent
woloveyou,2,0.00
ncyhyh,2,0.00
ssln,2,0.00
jiadongxu,2,0.00
2130790,2,0.00
198576,2,0.00
cexotxgt,2,0.00
spring8311,2,0.00
6177,2,0.00
bjckong,2,0.00
shiqu,2,0.00
2605,2,0.00
kaobo,2,0.00
3426501,2,0.00
04143201,2,0.00
1986629,2,0.00
5353,2,0.00
suweiling,2,0.00
mvc,2,0.00
gongqing,2,0.00
5752,2,0.00
216088,2,0.00
xinji,2,0.00
wocaolei,2,0.00
jsqq,2,0.00
haosuibian,2,0.00
372956043,2,0.00
bingzhe,2,0.00
3928191,2,0.00
5509025,2,0.00
daying,2,0.00
1054851538,2,0.00
xiecw,2,0.00
sndnmqj,2,0.00
11151125,2,0.00
870208,2,0.00
564394563,2,0.00
58851433,2,0.00
5169,2,0.00
025121,2,0.00
cjccjc,2,0.00
wangzhiwen,2,0.00
zaku,2,0.00
yangyudi,2,0.00
9065,2,0.00
zhangdaguang,2,0.00
wangyoujiang,2,0.00
3310332,2,0.00
jerryliu,2,0.00
306111569,2,0.00
cgzm,2,0.00
999521,2,0.00
585868,2,0.00
fanxi,2,0.00
magiclife,2,0.00
zlfzlfzlf,2,0.00
javasnake,2,0.00
198208,2,0.00
akme,2,0.00
imti,2,0.00
bjk,2,0.00
106426,2,0.00
520919,2,0.00
pxyj,2,0.00
18000,2,0.00
duyifei,2,0.00
lanthur,2,0.00
liaiyu,2,0.00
1982125,2,0.00
19761221,2,0.00
5514,2,0.00
123468,2,0.00
6636023,2,0.00
yinyaqiang,2,0.00
8320578,2,0.00
lutingyawoaini,2,0.00
zerone,2,0.00
huwenlong,2,0.00
hywhy,2,0.00
geniustom,2,0.00
8683996,2,0.00
wudongqiji,2,0.00
105820,2,0.00
52575725,2,0.00
renquan,2,0.00
200930,2,0.00
marklzj,2,0.00
witt,2,0.00
4705571,2,0.00
lizhenkai,2,0.00
21231,2,0.00
aqqn,2,0.00
rent,2,0.00
5402003,2,0.00
tian5402003,2,0.00
mishell,2,0.00
bgscy,2,0.00
040608,2,0.00
729521,2,0.00
200209,2,0.00
20091218,2,0.00
zhangzhiyuan,2,0.00
1434,2,0.00
621024,2,0.00
5school,2,0.00
zuohua,2,0.00
3212448,2,0.00
nilinghao,2,0.00
maxiaohua,2,0.00
34295134,2,0.00
wuwenlu,2,0.00
xxsd,2,0.00
duanlian,2,0.00
631221,2,0.00
ynew,2,0.00
6645824,2,0.00
sanjuntongshuai,2,0.00
pineonline,2,0.00
wuyanzhu,2,0.00
tjadss,2,0.00
1236133609,2,0.00
651513598,2,0.00
002066,2,0.00
zbx7850340,2,0.00
130202,2,0.00
seacraft,2,0.00
9490,2,0.00
xucao,2,0.00
1985221,2,0.00
3122046,2,0.00
psr,2,0.00
lichenye,2,0.00
woshicuihu,2,0.00
hrt,2,0.00
roko,2,0.00
850513,2,0.00
wulinju,2,0.00
1991226,2,0.00
lvjinlong,2,0.00
wuqiao,2,0.00
icandoit,2,0.00
cxdcs,2,0.00
guaguayatou,2,0.00
supertiger,2,0.00
anlen,2,0.00
mawubin,2,0.00
ppj,2,0.00
senix,2,0.00
spdevelop,2,0.00
junbao,2,0.00
guoyeniubi,2,0.00
swafz,2,0.00
748233254,2,0.00
wangyihou,2,0.00
hiweiwei0827,2,0.00
lixiaoxiao,2,0.00
910202,2,0.00
pugongying,2,0.00
caoqun,2,0.00
chihong,2,0.00
136358635,2,0.00
787497184,2,0.00
6994361,2,0.00
longliqun,2,0.00
zsxdcf,2,0.00
xuyusheng,2,0.00
414145740,2,0.00
900819,2,0.00
xunzhang,2,0.00
lovemy,2,0.00
132578,2,0.00
81055800,2,0.00
8302732,2,0.00
prq,2,0.00
hjjoe,2,0.00
zhouzihan,2,0.00
5178921,2,0.00
wangci,2,0.00
huyutao,2,0.00
item,2,0.00
1982815,2,0.00
664377622,2,0.00
19800925,2,0.00
wuyanlong,2,0.00
5923,2,0.00
19910326,2,0.00
guanzhijie,2,0.00
117926403,2,0.00
yqyjs,2,0.00
1571,2,0.00
xiaocaowaimai,2,0.00
937922843,2,0.00
295010505,2,0.00
changxu,2,0.00
20062309,2,0.00
renyuxin,2,0.00
4329,2,0.00
lgaiwo,2,0.00
keyh,2,0.00
yikou,2,0.00
665566,2,0.00
860517,2,0.00
lllei,2,0.00
9g,2,0.00
azi,2,0.00
mash,2,0.00
6251110,2,0.00
wuzhengbin,2,0.00
283541486,2,0.00
495309461,2,0.00
980121,2,0.00
xulifang,2,0.00
20070325,2,0.00
2680198,2,0.00
ok2680198,2,0.00
hiha,2,0.00
584797182,2,0.00
bugs,2,0.00
2791454,2,0.00
shizx,2,0.00
candyluning,2,0.00
363801577,2,0.00
20070710,2,0.00
1039312764,2,0.00
licaiyun,2,0.00
fefe,2,0.00
jxja,2,0.00
zhangyujie307,2,0.00
4680,2,0.00
78943049,2,0.00
yanzai,2,0.00
136790,2,0.00
890827,2,0.00
wqli,2,0.00
xcant,2,0.00
19830217,2,0.00
xiaolaji,2,0.00
plaime2003,2,0.00
plaime,2,0.00
gaoxiu,2,0.00
panwendong,2,0.00
wangyidan,2,0.00
09shenqi,2,0.00
ychpei,2,0.00
luqiao,2,0.00
1044280550,2,0.00
770530828,2,0.00
zubaolin,2,0.00
gaojiebiao,2,0.00
391117809,2,0.00
583186231,2,0.00
0000432,2,0.00
bohexiangyu,2,0.00
19911204,2,0.00
hdhcool,2,0.00
573837841,2,0.00
zhayu,2,0.00
paulwong,2,0.00
1976229,2,0.00
wangweidong,2,0.00
boly,2,0.00
hurishun,2,0.00
12185,2,0.00
1061204113,2,0.00
85054470,2,0.00
52113144,2,0.00
qqlyc,2,0.00
5805553,2,0.00
zhaofuhai,2,0.00
98209,2,0.00
lanjingling,2,0.00
kluivert,2,0.00
assess,2,0.00
yfxhcc,2,0.00
guying,2,0.00
88514,2,0.00
5747,2,0.00
408599764,2,0.00
luoxian,2,0.00
bmjz,2,0.00
9pp,2,0.00
196929769,2,0.00
yewenhao,2,0.00
78227436,2,0.00
falw,2,0.00
shuzhou,2,0.00
chengjq,2,0.00
041204,2,0.00
zrjzrj,2,0.00
zrjzrj00544,2,0.00
lixinlixin,2,0.00
lilizhen,2,0.00
robbenstar,2,0.00
chaofei,2,0.00
wscx,2,0.00
ybyy,2,0.00
xyan,2,0.00
910826,2,0.00
6359689,2,0.00
191881708,2,0.00
xuengang,2,0.00
498434947,2,0.00
binxi,2,0.00
197851,2,0.00
201031,2,0.00
397288680,2,0.00
zhangyuxuan,2,0.00
635977234,2,0.00
laury8937,2,0.00
liuzhonglin,2,0.00
niuyanbo,2,0.00
zhumingfang,2,0.00
zhushiyun,2,0.00
huxiaoyu,2,0.00
lszx,2,0.00
yembin,2,0.00
zshang,2,0.00
huangcan927,2,0.00
lucz,2,0.00
arun,2,0.00
7655,2,0.00
wangxiaoshi,2,0.00
liwenjia,2,0.00
121168,2,0.00
14153094,2,0.00
9046,2,0.00
xiasi,2,0.00
19920928,2,0.00
whdxwhdx,2,0.00
woshifei,2,0.00
1003275100,2,0.00
xiaoshage,2,0.00
liulipeng,2,0.00
fanjunxing,2,0.00
moogle,2,0.00
unlock,2,0.00
apollo119,2,0.00
vigo,2,0.00
26888,2,0.00
hbnucszhj,2,0.00
mbqbaisha,2,0.00
zhumei,2,0.00
19800914,2,0.00
281635581,2,0.00
zhangym,2,0.00
madedi,2,0.00
8487219,2,0.00
772329737,2,0.00
30111,2,0.00
wuxianfu,2,0.00
949959,2,0.00
qinwang,2,0.00
7505,2,0.00
122311,2,0.00
1353,2,0.00
8804279028,2,0.00
wantongxlf,2,0.00
wshp,2,0.00
hujiahui,2,0.00
19910423,2,0.00
756292,2,0.00
lidanhua,2,0.00
psx900910,2,0.00
022155621,2,0.00
xutaiyu,2,0.00
yfyf,2,0.00
gaoshaohua,2,0.00
85246,2,0.00
1987323,2,0.00
duxingyu,2,0.00
qy8909388,2,0.00
sunda,2,0.00
jianjiande,2,0.00
105911,2,0.00
009008,2,0.00
asdxuke,2,0.00
jlhx,2,0.00
7598,2,0.00
liuyang881221,2,0.00
hongxp,2,0.00
3226321,2,0.00
hezaifeng,2,0.00
20082004,2,0.00
dongblue,2,0.00
200678,2,0.00
shuyu,2,0.00
915918,2,0.00
91827,2,0.00
898445911,2,0.00
870531,2,0.00
panzhu,2,0.00
zouwen,2,0.00
nkd,2,0.00
amu13meng,2,0.00
dele,2,0.00
xuyinzero,2,0.00
365930,2,0.00
810875999,2,0.00
lvxianjun,2,0.00
cuiliang1001,2,0.00
1980725,2,0.00
13544161428,2,0.00
524853923,2,0.00
3589358,2,0.00
microming,2,0.00
199291,2,0.00
cybaster,2,0.00
woshiww,2,0.00
liujiangbo,2,0.00
caty,2,0.00
mjinl,2,0.00
1987620,2,0.00
fanyujie,2,0.00
545933200,2,0.00
13576134313,2,0.00
tianl,2,0.00
wangfeizjk,2,0.00
lianyi2323,2,0.00
zx110120,2,0.00
wujianguang,2,0.00
3736,2,0.00
771025,2,0.00
67872417,2,0.00
gaolang,2,0.00
test1214,2,0.00
amis,2,0.00
xmshhz,2,0.00
gwnszbd,2,0.00
qiantao,2,0.00
ayp,2,0.00
wanshui,2,0.00
1979211,2,0.00
zjyun0905,2,0.00
zjyun,2,0.00
yaowenwei,2,0.00
scau,2,0.00
wuxb,2,0.00
duxun,2,0.00
qinyonghua,2,0.00
sunjinfeng,2,0.00
lizhezhe,2,0.00
125321171,2,0.00
peterlee,2,0.00
xinghuan,2,0.00
38250,2,0.00
zjdbz,2,0.00
lipan19870910,2,0.00
989626,2,0.00
79837858,2,0.00
2484,2,0.00
790601,2,0.00
275780717,2,0.00
361022,2,0.00
sanping,2,0.00
archiexu,2,0.00
1985725,2,0.00
nilnil,2,0.00
zhaojiahui,2,0.00
evilwind,2,0.00
lujunyu,2,0.00
5219421,2,0.00
784917218,2,0.00
meijunjie,2,0.00
bixiao,2,0.00
yaotmcy,2,0.00
20091221,2,0.00
970320,2,0.00
19850830,2,0.00
xiaobaibai,2,0.00
maoyunfeng,2,0.00
liujiale,2,0.00
lifq,2,0.00
yuwenchao,2,0.00
sylvan,2,0.00
zfsoft,2,0.00
xiaoshijie,2,0.00
prochina,2,0.00
chenjinyong,2,0.00
zwc1987917,2,0.00
bjcm,2,0.00
zid,2,0.00
4824,2,0.00
yangjiawei,2,0.00
jayren,2,0.00
800604,2,0.00
kaidah,2,0.00
fane,2,0.00
7535,2,0.00
646589,2,0.00
13180080583,2,0.00
812812,2,0.00
0499998,2,0.00
0hua,2,0.00
wkwkwk,2,0.00
peihua,2,0.00
xmark,2,0.00
viagra,2,0.00
123411,2,0.00
ahou,2,0.00
alanzhang,2,0.00
alanzhang33,2,0.00
63598724,2,0.00
sdws,2,0.00
xxgz,2,0.00
zwh5067177,2,0.00
5067177,2,0.00
zhuangzi,2,0.00
luoyalei,2,0.00
hitee,2,0.00
05234023,2,0.00
chenlin88416,2,0.00
cbpymcy,2,0.00
liminhua,2,0.00
632950864,2,0.00
1988713,2,0.00
xiaopangmei,2,0.00
haozhijie,2,0.00
798740023,2,0.00
314652069,2,0.00
meihuaxue,2,0.00
zhangrongjian,2,0.00
wesser,2,0.00
2song,2,0.00
siye,2,0.00
zhangchunbo,2,0.00
sjzsliming,2,0.00
sunken,2,0.00
jiayanni,2,0.00
chxj,2,0.00
809518620,2,0.00
hgyknb,2,0.00
weiko,2,0.00
001011,2,0.00
jiazilun,2,0.00
teery,2,0.00
5453,2,0.00
bianle,2,0.00
greatkid,2,0.00
215009,2,0.00
zhanwansu,2,0.00
814052939,2,0.00
gagaga,2,0.00
yangshihe,2,0.00
duanshiwei,2,0.00
dengpengyuan,2,0.00
760319,2,0.00
houlai,2,0.00
have,2,0.00
5238869,2,0.00
1990888,2,0.00
gaopengxiang,2,0.00
1983410,2,0.00
361798312,2,0.00
3100690,2,0.00
java0706,2,0.00
pifire,2,0.00
jiajiale,2,0.00
19869284,2,0.00
fencer,2,0.00
357911107,2,0.00
dusy,2,0.00
261020294,2,0.00
123321456654,2,0.00
tianzhizhong,2,0.00
123169815,2,0.00
tangjingren,2,0.00
gaoxingmiao,2,0.00
dxliuvi,2,0.00
ashura,2,0.00
306799891,2,0.00
anlu,2,0.00
yingyong,2,0.00
425000,2,0.00
1990619,2,0.00
21352,2,0.00
230052,2,0.00
mayun,2,0.00
850520,2,0.00
miaoyun,2,0.00
811205,2,0.00
liangyx,2,0.00
1492536,2,0.00
wangadong,2,0.00
6090,2,0.00
770513,2,0.00
19820502,2,0.00
11737,2,0.00
9720,2,0.00
baiyanqhd,2,0.00
banxin,2,0.00
baosheng,2,0.00
280015,2,0.00
45688,2,0.00
neptune,2,0.00
quanzhe,2,0.00
7780805,2,0.00
gongyunfeng,2,0.00
lujingjing,2,0.00
hunanhfh,2,0.00
1986313,2,0.00
saker,2,0.00
576526066,2,0.00
xiaoguaiguai,2,0.00
lifaxu,2,0.00
yuanjianqiao,2,0.00
floving,2,0.00
zuorunjun,2,0.00
hamin,2,0.00
980818,2,0.00
baosong,2,0.00
8320227,2,0.00
shizhiyong,2,0.00
110221,2,0.00
306884732,2,0.00
1988013000,2,0.00
junfang,2,0.00
wbtm2718,2,0.00
94410111,2,0.00
lllkkk,2,0.00
mengzheng,2,0.00
lalashou,2,0.00
catdog,2,0.00
haoxuesheng,2,0.00
389581066,2,0.00
51920,2,0.00
1071203214,2,0.00
haiyangzhixin,2,0.00
dekyi,2,0.00
51880,2,0.00
njinwj,2,0.00
linhaopeng,2,0.00
ythyzz,2,0.00
nikeziluo,2,0.00
gych,2,0.00
zhaozhongyu,2,0.00
401793184,2,0.00
kaierwen,2,0.00
wanzxh,2,0.00
syauljp,2,0.00
qinyadong,2,0.00
lanneret,2,0.00
6719,2,0.00
1592600,2,0.00
4280137,2,0.00
723521,2,0.00
afra,2,0.00
ziyouzizai,2,0.00
15807003245,2,0.00
hdmknc,2,0.00
8ist,2,0.00
shengguo,2,0.00
zman,2,0.00
touchsky,2,0.00
1990625,2,0.00
xuhuiqiang,2,0.00
52305948,2,0.00
jhflshjhf,2,0.00
1990425,2,0.00
liutongyin,2,0.00
weef,2,0.00
mlkzc,2,0.00
zyong,2,0.00
hujirong,2,0.00
zhanhong,2,0.00
450797571,2,0.00
zyaisch,2,0.00
finn,2,0.00
gzpwjj,2,0.00
lanlang,2,0.00
2shi,2,0.00
02459517,2,0.00
11525,2,0.00
1990715,2,0.00
85090227,2,0.00
zhang111,2,0.00
101712,2,0.00
birds,2,0.00
hexp,2,0.00
caijing,2,0.00
linrong,2,0.00
calliopsis,2,0.00
463087857,2,0.00
sunxiuguo,2,0.00
278865845,2,0.00
624002725,2,0.00
huxf5189,2,0.00
huxf,2,0.00
198569,2,0.00
lmiang,2,0.00
shirlin,2,0.00
keyashan,2,0.00
jingsai,2,0.00
yipu,2,0.00
lanyue,2,0.00
shialla,2,0.00
tiansiyu,2,0.00
jiachunlei,2,0.00
121246,2,0.00
mengke,2,0.00
1990828,2,0.00
173071108,2,0.00
900409,2,0.00
zhoushuang,2,0.00
dingniniang,2,0.00
14520,2,0.00
rzjh,2,0.00
378856514,2,0.00
411023,2,0.00
080123,2,0.00
5045898,2,0.00
2984,2,0.00
cskbl,2,0.00
liuxueyan,2,0.00
19900424,2,0.00
guanyuying,2,0.00
19830309,2,0.00
keita,2,0.00
7848,2,0.00
091223,2,0.00
5911,2,0.00
flfl,2,0.00
15858287689,2,0.00
npp,2,0.00
tyjk,2,0.00
longbb,2,0.00
694675573,2,0.00
771117,2,0.00
562818948,2,0.00
750824,2,0.00
leven,2,0.00
mahu,2,0.00
0469,2,0.00
120405816,2,0.00
huangjianjun,2,0.00
4532,2,0.00
yjcq,2,0.00
zhang1hongliang,2,0.00
1hongliang,2,0.00
haynes,2,0.00
395458593,2,0.00
dianjie,2,0.00
2681205,2,0.00
leyu,2,0.00
125345,2,0.00
wsdy,2,0.00
408514392,2,0.00
12072,2,0.00
52668,2,0.00
ymudng,2,0.00
yangya,2,0.00
tianzhuang,2,0.00
liuyixin,2,0.00
shiwenbin,2,0.00
yuzhixin,2,0.00
125700,2,0.00
panzi,2,0.00
515258,2,0.00
81320,2,0.00
zmch,2,0.00
ouyunfei,2,0.00
ascent,2,0.00
jingbai,2,0.00
jingqi,2,0.00
jiweiwei,2,0.00
9101983,2,0.00
cat9101983,2,0.00
wulanshi,2,0.00
359470975,2,0.00
qaqa,2,0.00
woniao,2,0.00
xinduo,2,0.00
03270828,2,0.00
liujiangping,2,0.00
zhanghz,2,0.00
weijj,2,0.00
juming,2,0.00
meiting,2,0.00
qan,2,0.00
zhisheng,2,0.00
qqwweerrtt,2,0.00
longx,2,0.00
282969092,2,0.00
8255021,2,0.00
eta,2,0.00
chendejin,2,0.00
luyanbo520,2,0.00
luyanbo,2,0.00
zhengweiyao,2,0.00
zhang1987haijun,2,0.00
liwanshui,2,0.00
cuitong,2,0.00
xiuyan,2,0.00
huiping,2,0.00
lvjilu,2,0.00
232628,2,0.00
405124740,2,0.00
suntianyuan,2,0.00
lpxi,2,0.00
qqqxxx,2,0.00
231314,2,0.00
ansha,2,0.00
1988326,2,0.00
licixu,2,0.00
fangong,2,0.00
chuntai,2,0.00
enn,2,0.00
793809337,2,0.00
diewu,2,0.00
wodediannao,2,0.00
10270618,2,0.00
yizhuang,2,0.00
ookk,2,0.00
bqzhang,2,0.00
wzcatv,2,0.00
gytlh,2,0.00
heyiwei,2,0.00
19830526,2,0.00
9401,2,0.00
yuangt,2,0.00
moron,2,0.00
wyts,2,0.00
490932319,2,0.00
shijp,2,0.00
262655387,2,0.00
228328,2,0.00
fengdan,2,0.00
yangjiaxin,2,0.00
zhdh,2,0.00
zl159962,2,0.00
978272626,2,0.00
fisker,2,0.00
040942,2,0.00
chihaojie,2,0.00
125347668,2,0.00
kantu,2,0.00
lanyuting,2,0.00
lvxiaowei,2,0.00
tiangeng,2,0.00
deadfish,2,0.00
4765,2,0.00
zybzybzyb,2,0.00
994081,2,0.00
dengkang,2,0.00
zyshan,2,0.00
zyyln,2,0.00
197861,2,0.00
pino,2,0.00
2471,2,0.00
hooke,2,0.00
gxa,2,0.00
qisong,2,0.00
708820531,2,0.00
wjiushiw,2,0.00
125935834,2,0.00
19910518,2,0.00
wuxinhui,2,0.00
snnu,2,0.00
835764,2,0.00
yujinxiang,2,0.00
240794156,2,0.00
5489992,2,0.00
liang5489992,2,0.00
hexq,2,0.00
9507,2,0.00
tjing,2,0.00
168169,2,0.00
liminjie,2,0.00
renyx,2,0.00
70119,2,0.00
hfyzzs,2,0.00
198347,2,0.00
3400291,2,0.00
lxp1990925,2,0.00
551234,2,0.00
yybb,2,0.00
chenlingzhi,2,0.00
qiuop,2,0.00
wnc,2,0.00
opc,2,0.00
276790773,2,0.00
authentic,2,0.00
320621,2,0.00
ccmm,2,0.00
liqjf,2,0.00
031524,2,0.00
liuyongliang,2,0.00
250934064,2,0.00
xuyuwei,2,0.00
zxyz,2,0.00
ptt,2,0.00
kevinchen,2,0.00
xianzhong,2,0.00
1867,2,0.00
libeijing,2,0.00
kmeng,2,0.00
zhouyx,2,0.00
aduadu,2,0.00
yuxy,2,0.00
yaolebin,2,0.00
443310,2,0.00
flowing,2,0.00
zhouxiaoni,2,0.00
xnr,2,0.00
lqclap,2,0.00
55155,2,0.00
vinegar,2,0.00
christiana,2,0.00
qun19870630,2,0.00
jianxu,2,0.00
duxuhui,2,0.00
fifali,2,0.00
1751,2,0.00
liujiali,2,0.00
52523560,2,0.00
wangqwe,2,0.00
000009,2,0.00
zyr3802075,2,0.00
3802075,2,0.00
450416861,2,0.00
85504032,2,0.00
liuyuefei,2,0.00
cnlanker,2,0.00
thebad,2,0.00
1sky,2,0.00
zhaoendong,2,0.00
iwillfly,2,0.00
init,2,0.00
5672,2,0.00
jony1116,2,0.00
197899,2,0.00
karlyuan,2,0.00
zhuanghe,2,0.00
zhusun,2,0.00
zhiyg,2,0.00
780102,2,0.00
zhiyuanli,2,0.00
860331,2,0.00
zhaowei8863,2,0.00
bookhook,2,0.00
6855,2,0.00
sonypsp,2,0.00
868471,2,0.00
iwanttoknow,2,0.00
19950111,2,0.00
henrytomly,2,0.00
zhxang,2,0.00
huanran,2,0.00
19900704,2,0.00
misszl,2,0.00
yulicheng,2,0.00
83183838,2,0.00
00006666,2,0.00
gengbiao,2,0.00
ganbo,2,0.00
wnl,2,0.00
asura,2,0.00
lizhixuan,2,0.00
745200,2,0.00
liulindong,2,0.00
199333,2,0.00
younglion,2,0.00
dafang,2,0.00
liulichao,2,0.00
ctct,2,0.00
19920218,2,0.00
3226,2,0.00
linyou,2,0.00
459398712,2,0.00
704965816,2,0.00
20080307,2,0.00
luyutang,2,0.00
zhangqingyang,2,0.00
xiehaijun,2,0.00
cuip,2,0.00
kerin,2,0.00
nihil,2,0.00
6138006,2,0.00
532595207,2,0.00
zfwc,2,0.00
19810626,2,0.00
liyongfeng,2,0.00
fdserw,2,0.00
610324,2,0.00
851227,2,0.00
liusimin,2,0.00
panwenming,2,0.00
799316095,2,0.00
hehuang,2,0.00
553907178,2,0.00
shijunok,2,0.00
guangshi,2,0.00
850217,2,0.00
a7577586,2,0.00
7577586,2,0.00
nicecicy,2,0.00
896122,2,0.00
523658,2,0.00
yanzhou,2,0.00
000825,2,0.00
5161972,2,0.00
2402070134,2,0.00
jiawh,2,0.00
891209,2,0.00
304888178,2,0.00
shichong,2,0.00
caizhikun,2,0.00
linlj,2,0.00
789963,2,0.00
hnbiz,2,0.00
5116221986,2,0.00
gaoyy,2,0.00
fenpo,2,0.00
liuxiufang,2,0.00
zhangzhechun,2,0.00
zhangxingang,2,0.00
moly,2,0.00
zfcflower,2,0.00
zhaoxj,2,0.00
pitt,2,0.00
photo,2,0.00
82914,2,0.00
risun,2,0.00
yyzbest,2,0.00
ouhao,2,0.00
partyboy,2,0.00
9984,2,0.00
caixiaonan,2,0.00
kprsc,2,0.00
arpaul,2,0.00
mxhxwj,2,0.00
xiezhao,2,0.00
xiumu,2,0.00
081116,2,0.00
yhbk,2,0.00
080420128,2,0.00
qianfen,2,0.00
zhaochuan,2,0.00
gnsusn,2,0.00
zhe870628,2,0.00
lego,2,0.00
qqhbc,2,0.00
qqhbc1985,2,0.00
xjlxjl,2,0.00
thought,2,0.00
wshemail,2,0.00
gfei,2,0.00
sanmei,2,0.00
565619711,2,0.00
dqf,2,0.00
717833144,2,0.00
spl,2,0.00
jaywu,2,0.00
19820515,2,0.00
houpei,2,0.00
baipan,2,0.00
395190717,2,0.00
jve,2,0.00
70868854,2,0.00
13505699663,2,0.00
youbin,2,0.00
20040811,2,0.00
hewj,2,0.00
bbnm,2,0.00
352817798,2,0.00
jinyongchun,2,0.00
01425,2,0.00
7416850,2,0.00
wubin7416850,2,0.00
brid,2,0.00
87514,2,0.00
zxp87514,2,0.00
553515892,2,0.00
hrstar,2,0.00
lielie,2,0.00
ksdb,2,0.00
zhujingrui,2,0.00
zdsx,2,0.00
615731,2,0.00
7329,2,0.00
huaw,2,0.00
tryagain,2,0.00
19961030,2,0.00
810205496,2,0.00
523668078,2,0.00
363027834,2,0.00
tnn,2,0.00
muz,2,0.00
zhangxueyou,2,0.00
625147341,2,0.00
1773,2,0.00
188988,2,0.00
493264705,2,0.00
280893114,2,0.00
junheng,2,0.00
aidaojuewang,2,0.00
546885846,2,0.00
zaowei,2,0.00
93419,2,0.00
zcbhill,2,0.00
lzhtiger,2,0.00
sunyy,2,0.00
19830512,2,0.00
wangdahu,2,0.00
wangxl,2,0.00
517129,2,0.00
112255,2,0.00
3813311,2,0.00
rtgf,2,0.00
silu,2,0.00
491361712,2,0.00
359546089,2,0.00
xumaomao,2,0.00
qiurong,2,0.00
xukuifly,2,0.00
13404173090,2,0.00
xiaofutou,2,0.00
1026764925,2,0.00
pht,2,0.00
fsn,2,0.00
13457977230,2,0.00
bananatong,2,0.00
jtxwq,2,0.00
qrt,2,0.00
547683536,2,0.00
longpeng,2,0.00
xpyang,2,0.00
19950902,2,0.00
zunyi,2,0.00
289239010,2,0.00
1231986,2,0.00
19800618,2,0.00
fanchong19901203,2,0.00
fanchong,2,0.00
84532536,2,0.00
84687855,2,0.00
siyz,2,0.00
guoyiming,2,0.00
whyh,2,0.00
wrong,2,0.00
yaojingwei,2,0.00
900366,2,0.00
614563352,2,0.00
274955739,2,0.00
dospeter,2,0.00
honeyplan,2,0.00
gkzy,2,0.00
w1314ay,2,0.00
huyonghe,2,0.00
lisonghrb,2,0.00
zhengsong,2,0.00
19781011,2,0.00
ailyq,2,0.00
dangting,2,0.00
20050615,2,0.00
chengfen,2,0.00
9547,2,0.00
325201,2,0.00
7424,2,0.00
857687529,2,0.00
zhangbh,2,0.00
seen,2,0.00
liyunhe,2,0.00
365379958,2,0.00
yemen,2,0.00
mengtao,2,0.00
84862291,2,0.00
860430,2,0.00
ability,2,0.00
9784,2,0.00
kekekeke,2,0.00
19750925,2,0.00
xiongzi,2,0.00
huairen,2,0.00
xiaolata,2,0.00
aigiwang,2,0.00
onelove,2,0.00
szlianzuan,2,0.00
0684,2,0.00
785536678,2,0.00
chunli,2,0.00
fuxunxia,2,0.00
wsnm,2,0.00
zhengjianbin,2,0.00
19941001,2,0.00
342404,2,0.00
19760510,2,0.00
gosunshine,2,0.00
21341,2,0.00
68269792,2,0.00
qinzhaojin,2,0.00
wangdalian,2,0.00
527420800,2,0.00
hzi,2,0.00
xinjianyou,2,0.00
gejian,2,0.00
airfish,2,0.00
hater,2,0.00
yuboshi,2,0.00
wuqi8010,2,0.00
wodemail,2,0.00
xlt76114,2,0.00
76114,2,0.00
liukuiok,2,0.00
ylpc,2,0.00
2735,2,0.00
xujunfeng,2,0.00
rutao,2,0.00
guxinglei,2,0.00
ffhello,2,0.00
sunyizhi,2,0.00
aimengmeng,2,0.00
lxlllf,2,0.00
lujingcc,2,0.00
ligj,2,0.00
uknowilu,2,0.00
jxq520cxl,2,0.00
ouhuiying,2,0.00
wuxiaodan,2,0.00
heyawen,2,0.00
hjj68603,2,0.00
68603,2,0.00
wanzhou,2,0.00
zhanganguo,2,0.00
125436,2,0.00
309923080,2,0.00
huazhiwei,2,0.00
baiheng,2,0.00
guixian,2,0.00
6200052,2,0.00
800408,2,0.00
rzz,2,0.00
800805,2,0.00
548618,2,0.00
3352418,2,0.00
qqzhu,2,0.00
hxtq,2,0.00
luzhijun,2,0.00
xiaxun,2,0.00
gaoxuewen,2,0.00
keaitao,2,0.00
236600,2,0.00
0631013,2,0.00
yel,2,0.00
xiaomm,2,0.00
zhangjielong,2,0.00
6425,2,0.00
553621,2,0.00
muhan,2,0.00
sange,2,0.00
wangjx,2,0.00
518720,2,0.00
12213133,2,0.00
3662522,2,0.00
gkc,2,0.00
zjbgxsygz,2,0.00
coolant,2,0.00
311022,2,0.00
860415,2,0.00
1991917,2,0.00
hehaozhe,2,0.00
hongyin,2,0.00
woyaotoyou,2,0.00
clwang,2,0.00
shenrongquan,2,0.00
jiangheng,2,0.00
alexliang,2,0.00
sblt,2,0.00
ghliu,2,0.00
9545,2,0.00
littlefish,2,0.00
3648,2,0.00
1987219,2,0.00
wfddz,2,0.00
nowitzki,2,0.00
zhangfeifei,2,0.00
amenarmy,2,0.00
ycppan,2,0.00
86341201,2,0.00
xiegq,2,0.00
heguo,2,0.00
wpv,2,0.00
huajia,2,0.00
silk,2,0.00
mabinbin,2,0.00
gjjgjj,2,0.00
chendahai,2,0.00
chenhaibin,2,0.00
chengc,2,0.00
chengu,2,0.00
chenghongtao,2,0.00
yanzf,2,0.00
xwfeng,2,0.00
chenm,2,0.00
xxhxxh,2,0.00
client,2,0.00
chichun,2,0.00
chenyaoye,2,0.00
chiyan,2,0.00
chjb,2,0.00
