token,weighted_count,coverage_percent
cookie,1.00,0.0002
bloomy,1.00,0.0002
jube,1.00,0.0002
snacks,1.00,0.0002
crewind,1.00,0.0002
stacenrob,1.00,0.0002
jdja,1.00,0.0002
kanerz,1.00,0.0002
lamar,1.00,0.0002
ashwani,1.00,0.0002
shawncjr,1.00,0.0002
shawncjr2006,1.00,0.0002
zone,1.00,0.0002
4411,1.00,0.0002
bahrawy,1.00,0.0002
daryl,1.00,0.0002
cgoody,1.00,0.0002
guseva,1.00,0.0002
dorothy,1.00,0.0002
aegray,1.00,0.0002
dinkins,1.00,0.0002
gordy,1.00,0.0002
rodkin,1.00,0.0002
cyber99,1.00,0.0002
aysha,1.00,0.0002
endane,1.00,0.0002
sgrego,1.00,0.0002
sgrego1841,1.00,0.0002
1841,1.00,0.0002
2551,1.00,0.0002
quiet,1.00,0.0002
lschlink,1.00,0.0002
tvl,1.00,0.0002
sganox,1.00,0.0002
wizardtk,1.00,0.0002
5724,1.00,0.0002
ayehrz,1.00,0.0002
hienchau,1.00,0.0002
hienchau2008,1.00,0.0002
ldente,1.00,0.0002
emoore,1.00,0.0002
0511,1.00,0.0002
mastavile,1.00,0.0002
0621,1.00,0.0002
sprintcar,1.00,0.0002
2261,1.00,0.0002
wtkr,1.00,0.0002
coldhouse,1.00,0.0002
just,1.00,0.0002
fofito,1.00,0.0002
fofito1969,1.00,0.0002
754,1.00,0.0002
alexcox,1.00,0.0002
5176,1.00,0.0002
entilza3,1.00,0.0002
entilza,1.00,0.0002
bookdivas,1.00,0.0002
atomix,1.00,0.0002
rnldesign,1.00,0.0002
hollyann,1.00,0.0002
heavydw,1.00,0.0002
neidner,1.00,0.0002
6879,1.00,0.0002
tonukarin,1.00,0.0002
cassidy,1.00,0.0002
sychtysz,1.00,0.0002
yh786515,1.00,0.0002
786515,1.00,0.0002
yh,1.00,0.0002
4782,1.00,0.0002
sahiraesther,1.00,0.0002
bless81s,1.00,0.0002
2069,1.00,0.0002
wowbaral,1.00,0.0002
fishhoss,1.00,0.0002
0323,1.00,0.0002
parthi,1.00,0.0002
vincegill,1.00,0.0002
0318,1.00,0.0002
5157,1.00,0.0002
catherine,1.00,0.0002
sungre,1.00,0.0002
forcarrot,1.00,0.0002
tmzai,1.00,0.0002
460,1.00,0.0002
boknoy,1.00,0.0002
pts,1.00,0.0002
9071,1.00,0.0002
jaycee31,1.00,0.0002
jaycee,1.00,0.0002
dunbar,1.00,0.0002
soler,1.00,0.0002
icecold,1.00,0.0002
2214,1.00,0.0002
1240,1.00,0.0002
margiros,1.00,0.0002
boxdog,1.00,0.0002
iguana,1.00,0.0002
sjbiars,1.00,0.0002
ivanberk,1.00,0.0002
satish,1.00,0.0002
mr.mack,1.00,0.0002
mack,1.00,0.0002
2350,1.00,0.0002
nitul258,1.00,0.0002
nitul,1.00,0.0002
3313,1.00,0.0002
101861,1.00,0.0002
mustangirl,1.00,0.0002
mustangirl7,1.00,0.0002
magoo,1.00,0.0002
wildman,1.00,0.0002
cashman,1.00,0.0002
806,1.00,0.0002
angella,1.00,0.0002
lipps46,1.00,0.0002
lipps,1.00,0.0002
afortune,1.00,0.0002
rsv,1.00,0.0002
kelii,1.00,0.0002
1355,1.00,0.0002
yousuck,1.00,0.0002
janaban,1.00,0.0002
2664,1.00,0.0002
ssubat,1.00,0.0002
demonet11,1.00,0.0002
demonet,1.00,0.0002
2104,1.00,0.0002
angara,1.00,0.0002
3927,1.00,0.0002
pooder,1.00,0.0002
sajan,1.00,0.0002
sanvir,1.00,0.0002
592,1.00,0.0002
adriel,1.00,0.0002
jakasembung,1.00,0.0002
kickboxing,1.00,0.0002
2304,1.00,0.0002
raplord,1.00,0.0002
cooper819,1.00,0.0002
dkc,1.00,0.0002
tuantrung,1.00,0.0002
tuantrung2500,1.00,0.0002
2500,1.00,0.0002
1921,1.00,0.0002
1619,1.00,0.0002
nghtuantrung,1.00,0.0002
nghtuantrung89,1.00,0.0002
657,1.00,0.0002
poisonivy,1.00,0.0002
poisonivy657,1.00,0.0002
choken,1.00,0.0002
bag13msu,1.00,0.0002
bag,1.00,0.0002
maikel,1.00,0.0002
desiraheel,1.00,0.0002
energy,1.00,0.0002
archana,1.00,0.0002
zherwell,1.00,0.0002
freddy,1.00,0.0002
slumb,1.00,0.0002
michuisa,1.00,0.0002
salim,1.00,0.0002
2471,1.00,0.0002
3251,1.00,0.0002
fllyf,1.00,0.0002
juliek,1.00,0.0002
recycler,1.00,0.0002
fhie,1.00,0.0002
32288,1.00,0.0002
selma_salooma,1.00,0.0002
selma,1.00,0.0002
salooma,1.00,0.0002
3380,1.00,0.0002
pmso,1.00,0.0002
pmso77,1.00,0.0002
280,1.00,0.0002
loans,1.00,0.0002
883,1.00,0.0002
9772,1.00,0.0002
lutey,1.00,0.0002
yari,1.00,0.0002
luckie,1.00,0.0002
kostyc,1.00,0.0002
kostycul,1.00,0.0002
marciano,1.00,0.0002
kasia410,1.00,0.0002
kasia,1.00,0.0002
73331,1.00,0.0002
rocinich,1.00,0.0002
devika,1.00,0.0002
nirupam,1.00,0.0002
ovan,1.00,0.0002
fuckyuh,1.00,0.0002
ericmill,1.00,0.0002
ramiro,1.00,0.0002
podweb,1.00,0.0002
nl,1.00,0.0002
immortal,1.00,0.0002
fic,1.00,0.0002
oswego,1.00,0.0002
franksdvdmovies,1.00,0.0002
hb,1.00,0.0002
032,1.00,0.0002
as,1.00,0.0002
larilliam,1.00,0.0002
hanson,1.00,0.0002
sumer,1.00,0.0002
kar,1.00,0.0002
tasya,1.00,0.0002
arthia,1.00,0.0002
belmar313,1.00,0.0002
belmar,1.00,0.0002
treva,1.00,0.0002
titito,1.00,0.0002
calimore,1.00,0.0002
robus1993,1.00,0.0002
robus,1.00,0.0002
crp,1.00,0.0002
bighassle,1.00,0.0002
lovestone,1.00,0.0002
1285,1.00,0.0002
shorttie,1.00,0.0002
rogue,1.00,0.0002
jewkerr,1.00,0.0002
hr,1.00,0.0002
lmye,1.00,0.0002
lmye2,1.00,0.0002
musulyn,1.00,0.0002
kariya,1.00,0.0002
0217,1.00,0.0002
barcelonamum,1.00,0.0002
liammcadam,1.00,0.0002
paige,1.00,0.0002
hunter,1.00,0.0002
blak,1.00,0.0002
camaro,1.00,0.0002
desilva,1.00,0.0002
boofle,1.00,0.0002
associatedcontent,1.00,0.0002
kclute,1.00,0.0002
ksj,1.00,0.0002
malton,1.00,0.0002
sohcahtoa,1.00,0.0002
bernstein,1.00,0.0002
dijanaj,1.00,0.0002
ss,1.00,0.0002
daneil,1.00,0.0002
tinsley,1.00,0.0002
dnapc,1.00,0.0002
3458,1.00,0.0002
shanda,1.00,0.0002
jove,1.00,0.0002
selvagem,1.00,0.0002
eggnog,1.00,0.0002
1731,1.00,0.0002
pfiore,1.00,0.0002
gunjal,1.00,0.0002
ikecia,1.00,0.0002
tiggor44,1.00,0.0002
tiggor,1.00,0.0002
jmad1906,1.00,0.0002
jmad,1.00,0.0002
noemail,1.00,0.0002
alfred,1.00,0.0002
shazaaam,1.00,0.0002
cedsparis,1.00,0.0002
waboyer,1.00,0.0002
habbo,1.00,0.0002
akhil,1.00,0.0002
escape,1.00,0.0002
lifebound,1.00,0.0002
rungano1,1.00,0.0002
rungano,1.00,0.0002
koffee2085,1.00,0.0002
2085,1.00,0.0002
koffee,1.00,0.0002
panmil,1.00,0.0002
laskowsl,1.00,0.0002
dolfy,1.00,0.0002
sarmadys,1.00,0.0002
rajans,1.00,0.0002
bp,1.00,0.0002
horse,1.00,0.0002
steeds,1.00,0.0002
prada,1.00,0.0002
guiildwarsking,1.00,0.0002
serena,1.00,0.0002
3636,1.00,0.0002
michell,1.00,0.0002
kriss,1.00,0.0002
joedipoma,1.00,0.0002
hrcccr,1.00,0.0002
takwi,1.00,0.0002
4848,1.00,0.0002
arne,1.00,0.0002
wolfslayer,1.00,0.0002
nikkia,1.00,0.0002
7171,1.00,0.0002
amos316,1.00,0.0002
amos,1.00,0.0002
raja,1.00,0.0002
paola,1.00,0.0002
ie,1.00,0.0002
wbw,1.00,0.0002
hsmallz,1.00,0.0002
nagbandaru,1.00,0.0002
joegardener,1.00,0.0002
mochamanual,1.00,0.0002
basu,1.00,0.0002
luvumuch,1.00,0.0002
ravin,1.00,0.0002
winters,1.00,0.0002
ziggy,1.00,0.0002
ziggy1962,1.00,0.0002
hina,1.00,0.0002
bugmenot,1.00,0.0002
sophy,1.00,0.0002
bacardiproof,1.00,0.0002
4him,1.00,0.0002
floshow,1.00,0.0002
floshow25,1.00,0.0002
christopher,1.00,0.0002
kinsyn,1.00,0.0002
wolves,1.00,0.0002
philweb,1.00,0.0002
thewriter,1.00,0.0002
patcater,1.00,0.0002
rachelpennylane,1.00,0.0002
manfred,1.00,0.0002
raajesh,1.00,0.0002
axle,1.00,0.0002
corsie,1.00,0.0002
jpurvis58,1.00,0.0002
jpurvis,1.00,0.0002
mygolfdoctor,1.00,0.0002
9311,1.00,0.0002
erik,1.00,0.0002
jineane,1.00,0.0002
nden16,1.00,0.0002
nden,1.00,0.0002
malley,1.00,0.0002
malley44,1.00,0.0002
emailforalice,1.00,0.0002
1390,1.00,0.0002
8ter,1.00,0.0002
figuresk,1.00,0.0002
figuresk8ter128,1.00,0.0002
laxman,1.00,0.0002
98456,1.00,0.0002
bloomtools,1.00,0.0002
baloja,1.00,0.0002
baloja14,1.00,0.0002
clydeskid,1.00,0.0002
dhirendrayadav,1.00,0.0002
apuravida01,1.00,0.0002
apuravida,1.00,0.0002
babylance,1.00,0.0002
wangjun,1.00,0.0002
shelli,1.00,0.0002
duncan,1.00,0.0002
raga,1.00,0.0002
tcs,1.00,0.0002
prashanth,1.00,0.0002
chodirin,1.00,0.0002
caacredit,1.00,0.0002
armanii,1.00,0.0002
41982,1.00,0.0002
nilesh,1.00,0.0002
corry,1.00,0.0002
rdrdavis,1.00,0.0002
rdrdavis1,1.00,0.0002
trited,1.00,0.0002
478,1.00,0.0002
madukes,1.00,0.0002
lozzy,1.00,0.0002
snookt77,1.00,0.0002
snookt,1.00,0.0002
amj,1.00,0.0002
nnlu20,1.00,0.0002
nnlu,1.00,0.0002
longor,1.00,0.0002
bernardgroup,1.00,0.0002
603,1.00,0.0002
nachri,1.00,0.0002
tezz,1.00,0.0002
mariposa,1.00,0.0002
rockstar,1.00,0.0002
leads,1.00,0.0002
vit,1.00,0.0002
thth,1.00,0.0002
elb,1.00,0.0002
kenwb,1.00,0.0002
foundation,1.00,0.0002
lymphoma,1.00,0.0002
swordfish,1.00,0.0002
jsayako,1.00,0.0002
jacqima,1.00,0.0002
member,1.00,0.0002
darden,1.00,0.0002
amrinder,1.00,0.0002
0778,1.00,0.0002
nextleg,1.00,0.0002
instablogs,1.00,0.0002
discotools,1.00,0.0002
kotfiljm,1.00,0.0002
azinxia,1.00,0.0002
laron,1.00,0.0002
toboc,1.00,0.0002
danelle,1.00,0.0002
1816,1.00,0.0002
1708,1.00,0.0002
purplefox,1.00,0.0002
kristen,1.00,0.0002
kamaljeet,1.00,0.0002
tin,1.00,0.0002
tin12345,1.00,0.0002
alib,1.00,0.0002
arredondo,1.00,0.0002
molette,1.00,0.0002
sneal,1.00,0.0002
sbc,1.00,0.0002
hi,1.00,0.0002
meow,1.00,0.0002
3263,1.00,0.0002
0905,1.00,0.0002
elroy,1.00,0.0002
kumar,1.00,0.0002
shoes,1.00,0.0002
488,1.00,0.0002
taevion,1.00,0.0002
chungyee,1.00,0.0002
adek,1.00,0.0002
rox,1.00,0.0002
7755,1.00,0.0002
ea,1.00,0.0002
1907,1.00,0.0002
81116,1.00,0.0002
mstng,1.00,0.0002
mstng127,1.00,0.0002
idslogic,1.00,0.0002
allstate,1.00,0.0002
msp,1.00,0.0002
lisadoss,1.00,0.0002
nitish,1.00,0.0002
apolla,1.00,0.0002
yesimlove,1.00,0.0002
rolando,1.00,0.0002
chwong,1.00,0.0002
mommeryl,1.00,0.0002
giuseppe,1.00,0.0002
durdles,1.00,0.0002
22552,1.00,0.0002
aim.com,1.00,0.0002
meiteoh,1.00,0.0002
ashlie,1.00,0.0002
megabud,1.00,0.0002
ang,1.00,0.0002
aliss,1.00,0.0002
qbwells,1.00,0.0002
ankita,1.00,0.0002
manojonkar,1.00,0.0002
0206,1.00,0.0002
rensando,1.00,0.0002
mosaik,1.00,0.0002
slimercat,1.00,0.0002
yescell.com,1.00,0.0002
evernova,1.00,0.0002
liam,1.00,0.0002
jojoking,1.00,0.0002
lindamookie,1.00,0.0002
61470,1.00,0.0002
judah,1.00,0.0002
neutralize,1.00,0.0002
fragoulis,1.00,0.0002
pwe,1.00,0.0002
609,1.00,0.0002
wfgmedia,1.00,0.0002
5125,1.00,0.0002
0316,1.00,0.0002
etisalat,1.00,0.0002
jelles,1.00,0.0002
quey,1.00,0.0002
7669,1.00,0.0002
kitaaustin,1.00,0.0002
bharatinder,1.00,0.0002
vinkell,1.00,0.0002
hdorrel,1.00,0.0002
3900,1.00,0.0002
tashacottrell,1.00,0.0002
zoonser,1.00,0.0002
zoonser129,1.00,0.0002
1457,1.00,0.0002
simson,1.00,0.0002
plinky92092,1.00,0.0002
plinky,1.00,0.0002
92092,1.00,0.0002
kamora6,1.00,0.0002
kamora,1.00,0.0002
gauri,1.00,0.0002
zealot505,1.00,0.0002
zealot,1.00,0.0002
garland,1.00,0.0002
1112,1.00,0.0002
1318,1.00,0.0002
brodiebbad,1.00,0.0002
rachel,1.00,0.0002
proj,1.00,0.0002
gavinandgrace,1.00,0.0002
932005,1.00,0.0002
sam6750,1.00,0.0002
6750,1.00,0.0002
5251,1.00,0.0002
1610,1.00,0.0002
dapro,1.00,0.0002
sensationalsecret,1.00,0.0002
vivekmisra,1.00,0.0002
harcourt,1.00,0.0002
tomco,1.00,0.0002
tomco77,1.00,0.0002
ke6ngc,1.00,0.0002
ke,1.00,0.0002
6ngc,1.00,0.0002
corinne,1.00,0.0002
randalb,1.00,0.0002
randalb3,1.00,0.0002
tourism,1.00,0.0002
blaschuk,1.00,0.0002
deannacutie,1.00,0.0002
register,1.00,0.0002
fake,1.00,0.0002
3t,1.00,0.0002
peachy,1.00,0.0002
ladyinlimbo,1.00,0.0002
mphamma,1.00,0.0002
mphamma9,1.00,0.0002
marino,1.00,0.0002
fdude,1.00,0.0002
fdude70,1.00,0.0002
keta,1.00,0.0002
keta2319,1.00,0.0002
2319,1.00,0.0002
sanjoya,1.00,0.0002
dpc,1.00,0.0002
rajendra,1.00,0.0002
chandana,1.00,0.0002
atkinson804,1.00,0.0002
atkinson,1.00,0.0002
tappers,1.00,0.0002
brineu,1.00,0.0002
0517,1.00,0.0002
spirit,1.00,0.0002
iraqsongs2005,1.00,0.0002
iraqsongs,1.00,0.0002
mainebelfast,1.00,0.0002
daralon,1.00,0.0002
vavis,1.00,0.0002
vavis423,1.00,0.0002
lzamzow,1.00,0.0002
ben209,1.00,0.0002
vanese,1.00,0.0002
mgdubenko,1.00,0.0002
jy,1.00,0.0002
mingo,1.00,0.0002
yokoshima,1.00,0.0002
arng,1.00,0.0002
ncc,1.00,0.0002
high,1.00,0.0002
piduca,1.00,0.0002
fishskinfreak,1.00,0.0002
wini,1.00,0.0002
wamtena,1.00,0.0002
joan,1.00,0.0002
paris,1.00,0.0002
kudschainsaw,1.00,0.0002
ancientpeaks,1.00,0.0002
psmjb,1.00,0.0002
jasnica,1.00,0.0002
tess,1.00,0.0002
china,1.00,0.0002
robbie,1.00,0.0002
hammer,1.00,0.0002
661,1.00,0.0002
yolidma,1.00,0.0002
047,1.00,0.0002
bmw,1.00,0.0002
wesam,1.00,0.0002
tut,1.00,0.0002
20781,1.00,0.0002
drummer,1.00,0.0002
baik,1.00,0.0002
hurtado,1.00,0.0002
martha.lucia.hurtado,1.00,0.0002
tagtm,1.00,0.0002
rtj,1.00,0.0002
rtj123,1.00,0.0002
tigger,1.00,0.0002
mitsuy,1.00,0.0002
timahood,1.00,0.0002
anupam,1.00,0.0002
socko,1.00,0.0002
mattscot,1.00,0.0002
dantizzle00,1.00,0.0002
dantizzle,1.00,0.0002
tickets,1.00,0.0002
bud,1.00,0.0002
pinkshoe,1.00,0.0002
prasang,1.00,0.0002
2611,1.00,0.0002
minx,1.00,0.0002
indigo,1.00,0.0002
5755,1.00,0.0002
dhina,1.00,0.0002
caleb,1.00,0.0002
harish,1.00,0.0002
4488,1.00,0.0002
ggginc,1.00,0.0002
petstreet,1.00,0.0002
isuri,1.00,0.0002
flocc,1.00,0.0002
tricee,1.00,0.0002
896016,1.00,0.0002
fusun,1.00,0.0002
knk,1.00,0.0002
oli,1.00,0.0002
3454,1.00,0.0002
blakjak,1.00,0.0002
225983,1.00,0.0002
yion,1.00,0.0002
y000yion,1.00,0.0002
shuangyu,1.00,0.0002
dibiase,1.00,0.0002
jameskan64,1.00,0.0002
jameskan,1.00,0.0002
bullet,1.00,0.0002
907,1.00,0.0002
sr,1.00,0.0002
sr596bear,1.00,0.0002
596,1.00,0.0002
chandler,1.00,0.0002
8329,1.00,0.0002
lanier,1.00,0.0002
ggn,1.00,0.0002
wilmeri,1.00,0.0002
0504,1.00,0.0002
tiffany,1.00,0.0002
blaze,1.00,0.0002
moderublack,1.00,0.0002
alja,1.00,0.0002
obden,1.00,0.0002
marissa,1.00,0.0002
tbelle39,1.00,0.0002
tbelle,1.00,0.0002
passport,1.00,0.0002
shenas,1.00,0.0002
doccima,1.00,0.0002
sunneygirl,1.00,0.0002
ergifekushi,1.00,0.0002
baby,1.00,0.0002
mvw,1.00,0.0002
gfrevele,1.00,0.0002
594,1.00,0.0002
sturgee,1.00,0.0002
lvt,1.00,0.0002
thefoss,1.00,0.0002
oceans,1.00,0.0002
nmgrauvogl,1.00,0.0002
8942,1.00,0.0002
alexandria,1.00,0.0002
odiekokee,1.00,0.0002
gelacsu,1.00,0.0002
surles,1.00,0.0002
realize,1.00,0.0002
miyochan,1.00,0.0002
rosetree,1.00,0.0002
cummings,1.00,0.0002
stevedes,1.00,0.0002
stevedes42,1.00,0.0002
9212,1.00,0.0002
karat,1.00,0.0002
89512,1.00,0.0002
jerome,1.00,0.0002
hank,1.00,0.0002
biggiegleon,1.00,0.0002
shoresh,1.00,0.0002
naganathan,1.00,0.0002
scfc16,1.00,0.0002
scfc,1.00,0.0002
chenson19,1.00,0.0002
chenson,1.00,0.0002
odinakachi,1.00,0.0002
ljr,1.00,0.0002
slu,1.00,0.0002
364,1.00,0.0002
adri,1.00,0.0002
aerdnalynn86,1.00,0.0002
aerdnalynn,1.00,0.0002
chaoz,1.00,0.0002
nekedia,1.00,0.0002
nekedia19,1.00,0.0002
sexypooh814,1.00,0.0002
sexypooh,1.00,0.0002
davidson,1.00,0.0002
bojana,1.00,0.0002
llee,1.00,0.0002
3970,1.00,0.0002
llee3970,1.00,0.0002
vanessaj,1.00,0.0002
vanessaj2006,1.00,0.0002
sogal,1.00,0.0002
044,1.00,0.0002
webel,1.00,0.0002
607,1.00,0.0002
vanya,1.00,0.0002
nofish,1.00,0.0002
sheenarj,1.00,0.0002
sheenarj27,1.00,0.0002
lalayon,1.00,0.0002
osos18100,1.00,0.0002
18100,1.00,0.0002
osos,1.00,0.0002
jamc,1.00,0.0002
proxalt,1.00,0.0002
corker,1.00,0.0002
keyombe,1.00,0.0002
pechconi,1.00,0.0002
markdeakin,1.00,0.0002
hawkeyewes,1.00,0.0002
genner,1.00,0.0002
brickwebb,1.00,0.0002
1438,1.00,0.0002
penningtonkm,1.00,0.0002
gmb,1.00,0.0002
j_v1950,1.00,0.0002
1950,1.00,0.0002
v1950,1.00,0.0002
paula,1.00,0.0002
nichelle,1.00,0.0002
yoyo,1.00,0.0002
parbdesigns,1.00,0.0002
4232,1.00,0.0002
81965,1.00,0.0002
kewaldo,1.00,0.0002
romele,1.00,0.0002
6700,1.00,0.0002
6888,1.00,0.0002
knotz,1.00,0.0002
knotz42,1.00,0.0002
spits,1.00,0.0002
omarhooper,1.00,0.0002
1335,1.00,0.0002
koshy,1.00,0.0002
hannah,1.00,0.0002
crizzy,1.00,0.0002
dwolf,1.00,0.0002
dwolf1,1.00,0.0002
3669,1.00,0.0002
6356,1.00,0.0002
0723,1.00,0.0002
auser516,1.00,0.0002
auser,1.00,0.0002
radio,1.00,0.0002
wisee,1.00,0.0002
royalalumni,1.00,0.0002
pacheco,1.00,0.0002
3617,1.00,0.0002
jwhite,1.00,0.0002
184,1.00,0.0002
jwhite184,1.00,0.0002
mistylane,1.00,0.0002
mistylane01,1.00,0.0002
shane,1.00,0.0002
leopard,1.00,0.0002
53108,1.00,0.0002
leopard53108,1.00,0.0002
mkohsman,1.00,0.0002
sgtkline,1.00,0.0002
edna,1.00,0.0002
tcandelmo,1.00,0.0002
tex,1.00,0.0002
1musicman,1.00,0.0002
twomoons,1.00,0.0002
459,1.00,0.0002
marieliam,1.00,0.0002
troutman,1.00,0.0002
dfresh,1.00,0.0002
krystal,1.00,0.0002
3420,1.00,0.0002
sparten,1.00,0.0002
kinyuah77,1.00,0.0002
kinyuah,1.00,0.0002
rohini,1.00,0.0002
253,1.00,0.0002
sheria,1.00,0.0002
walsh,1.00,0.0002
kashmir,1.00,0.0002
yscares,1.00,0.0002
1536,1.00,0.0002
arthur,1.00,0.0002
mariusz,1.00,0.0002
randiej,1.00,0.0002
vacca,1.00,0.0002
hanzseros,1.00,0.0002
123456,1.00,0.0002
bob123456,1.00,0.0002
4099,1.00,0.0002
boffco,1.00,0.0002
m633usa,1.00,0.0002
usa,1.00,0.0002
arun,1.00,0.0002
robertl,1.00,0.0002
tish,1.00,0.0002
2770,1.00,0.0002
4379,1.00,0.0002
jeffm714,1.00,0.0002
jeffm,1.00,0.0002
gareth,1.00,0.0002
595,1.00,0.0002
gravylimon,1.00,0.0002
visor,1.00,0.0002
visor63,1.00,0.0002
shea,1.00,0.0002
0483,1.00,0.0002
theslimed,1.00,0.0002
caguioa,1.00,0.0002
andreas,1.00,0.0002
9186,1.00,0.0002
0t,1.00,0.0002
5524163,1.00,0.0002
levantai,1.00,0.0002
levantai2007,1.00,0.0002
plum1234,1.00,0.0002
plum,1.00,0.0002
ez,1.00,0.0002
9712,1.00,0.0002
ajwrites,1.00,0.0002
jeanexson,1.00,0.0002
9213,1.00,0.0002
1113,1.00,0.0002
bobann,1.00,0.0002
geckley,1.00,0.0002
thsueh,1.00,0.0002
vinbruno,1.00,0.0002
vinbruno1,1.00,0.0002
annpage,1.00,0.0002
kudesnik,1.00,0.0002
kudesnik95,1.00,0.0002
akatsuki,1.00,0.0002
0202,1.00,0.0002
wcx,1.00,0.0002
jawalker20,1.00,0.0002
jawalker,1.00,0.0002
1686,1.00,0.0002
cas6136,1.00,0.0002
6136,1.00,0.0002
dwaine,1.00,0.0002
pete,1.00,0.0002
ryanr,1.00,0.0002
ostrumg,1.00,0.0002
mckayla,1.00,0.0002
tinabrown,1.00,0.0002
tinabrown10,1.00,0.0002
naidudsp,1.00,0.0002
681,1.00,0.0002
srinivas,1.00,0.0002
serenity1984,1.00,0.0002
serenity,1.00,0.0002
go1on1,1.00,0.0002
1on,1.00,0.0002
rensley,1.00,0.0002
1427,1.00,0.0002
shabana,1.00,0.0002
73837,1.00,0.0002
yolycher,1.00,0.0002
5774,1.00,0.0002
emf,1.00,0.0002
emf55,1.00,0.0002
birgits,1.00,0.0002
jesilyn,1.00,0.0002
leerosa,1.00,0.0002
0720,1.00,0.0002
joies,1.00,0.0002
2479,1.00,0.0002
shellea,1.00,0.0002
shellea722,1.00,0.0002
pa,1.00,0.0002
12845,1.00,0.0002
4458,1.00,0.0002
smart4458,1.00,0.0002
smart,1.00,0.0002
bhandari,1.00,0.0002
9966,1.00,0.0002
lcg,1.00,0.0002
gopal123,1.00,0.0002
sankar,1.00,0.0002
khalil,1.00,0.0002
kittylover,1.00,0.0002
blastoise,1.00,0.0002
sompra,1.00,0.0002
83057,1.00,0.0002
denis,1.00,0.0002
denis83057,1.00,0.0002
102385,1.00,0.0002
dinakaran,1.00,0.0002
dell,1.00,0.0002
kimschofield,1.00,0.0002
bekki,1.00,0.0002
5272,1.00,0.0002
7771,1.00,0.0002
vince,1.00,0.0002
kawaun,1.00,0.0002
198224,1.00,0.0002
cleaning,1.00,0.0002
60629,1.00,0.0002
670,1.00,0.0002
anshu,1.00,0.0002
1399,1.00,0.0002
nitesh,1.00,0.0002
nishatalia,1.00,0.0002
ayang,1.00,0.0002
unik,1.00,0.0002
kriordan,1.00,0.0002
chauhan,1.00,0.0002
livingirony,1.00,0.0002
kenneth,1.00,0.0002
melissadawn,1.00,0.0002
mcp,1.00,0.0002
lilbitadis,1.00,0.0002
mlopez,1.00,0.0002
marjorie,1.00,0.0002
570,1.00,0.0002
0322,1.00,0.0002
mosswa,1.00,0.0002
denipy,1.00,0.0002
zaphod,1.00,0.0002
asap,1.00,0.0002
papabear,1.00,0.0002
ballplayer,1.00,0.0002
smithbc,1.00,0.0002
smithbc1,1.00,0.0002
asiarue,1.00,0.0002
oz,1.00,0.0002
truong,1.00,0.0002
beardog,1.00,0.0002
katey,1.00,0.0002
izuobialor,1.00,0.0002
amitalam,1.00,0.0002
1208,1.00,0.0002
kkp,1.00,0.0002
282,1.00,0.0002
gidut2008,1.00,0.0002
gidut,1.00,0.0002
iwriteforfun,1.00,0.0002
5623,1.00,0.0002
alegnat,1.00,0.0002
507,1.00,0.0002
travmar,1.00,0.0002
najmi,1.00,0.0002
najmi2003,1.00,0.0002
dopamine,1.00,0.0002
0988,1.00,0.0002
bmx,1.00,0.0002
hzm,1.00,0.0002
5417,1.00,0.0002
audge,1.00,0.0002
audge716,1.00,0.0002
jsxmotor,1.00,0.0002
rhybro,1.00,0.0002
markmel,1.00,0.0002
techie2419,1.00,0.0002
2419,1.00,0.0002
otatade,1.00,0.0002
bmboup,1.00,0.0002
3g,1.00,0.0002
hinhaber,1.00,0.0002
fiuleaters,1.00,0.0002
2110,1.00,0.0002
benitomdel,1.00,0.0002
sscheg,1.00,0.0002
amillion,1.00,0.0002
mirlene,1.00,0.0002
mirlene32,1.00,0.0002
nuke,1.00,0.0002
7a,1.00,0.0002
badadreanna,1.00,0.0002
goswami,1.00,0.0002
fikry,1.00,0.0002
cristian,1.00,0.0002
3188,1.00,0.0002
schinem,1.00,0.0002
hendy,1.00,0.0002
hassan731,1.00,0.0002
731,1.00,0.0002
2080,1.00,0.0002
malcolm,1.00,0.0002
526,1.00,0.0002
oad1963,1.00,0.0002
oad,1.00,0.0002
youngmoney,1.00,0.0002
4387,1.00,0.0002
3rdeye,1.00,0.0002
charger,1.00,0.0002
xtreme,1.00,0.0002
video,1.00,0.0002
delmean,1.00,0.0002
stumpedia,1.00,0.0002
tilton,1.00,0.0002
4410,1.00,0.0002
kev4410,1.00,0.0002
teewall,1.00,0.0002
lovesheikh,1.00,0.0002
1626,1.00,0.0002
1185,1.00,0.0002
lu,1.00,0.0002
tredly,1.00,0.0002
tredly18,1.00,0.0002
jeanniejames,1.00,0.0002
jaquan,1.00,0.0002
violica,1.00,0.0002
zyech,1.00,0.0002
42069,1.00,0.0002
473,1.00,0.0002
moshe,1.00,0.0002
musicbrain,1.00,0.0002
skyblue,1.00,0.0002
meluhknee,1.00,0.0002
arzelle_13,1.00,0.0002
sachintha,1.00,0.0002
abunoor,1.00,0.0002
laniba,1.00,0.0002
903,1.00,0.0002
rukon,1.00,0.0002
683,1.00,0.0002
0430,1.00,0.0002
dtrujillo,1.00,0.0002
0512,1.00,0.0002
meas,1.00,0.0002
zspicer,1.00,0.0002
5987,1.00,0.0002
zspicer5987,1.00,0.0002
cesque,1.00,0.0002
sweetie,1.00,0.0002
fridge,1.00,0.0002
fridge2305,1.00,0.0002
2305,1.00,0.0002
costeacher,1.00,0.0002
